entrezgene,hgnc_symbol
NA,
NA,
NA,
729330,OC90
79993,ELOVL7
NA,KRT18P62
1213,CLTC
NA,
NA,RNU1-103P
NA,
252983,STXBP4
NA,RNU6-456P
406893,MIR101-1
NA,
NA,RN7SKP39
NA,DIS3L2P1
NA,
693138,MIR553
NA,RNU6-937P
57658,CALCOCO1
677814,SNORA31
NA,MICG
NA,
124220,ZG16B
NA,
NA,
406968,MIR193A
NA,RNU6-753P
NA,VENTXP3
NA,RNU7-8P
100847005,MIR5701-2
NA,
64746,ACBD3
2176,FANCC
NA,RN7SL188P
11332,ACOT7
6788,STK3
NA,RN7SL449P
NA,
NA,
7920,ABHD16A
6323,SCN1A
NA,
NA,
NA,RNU6-823P
NA,
5327,PLAT
1757,SARDH
9830,TRIM14
NA,IGHVIII-47-1
29924,EPN1
NA,
4758,NEU1
352999,C6orf58
NA,
6046,BRD2
54969,HPF1
5511,PPP1R8
51678,MPP6
NA,
64421,DCLRE1C
NA,
6917,TCEA1
101927620,
5452,POU2F2
8666,EIF3G
NA,
4868,NPHS1
23042,PDXDC1
23042,PDXDC1
102724985,PDXDC1
102724985,PDXDC1
NA,HCG21
11235,PDCD10
NA,MTND3P12
89796,NAV1
101928668,
9068,ANGPTL1
7351,UCP2
84617,TUBB6
NA,
NA,
172,AFG3L1P
NA,MTCYBP19
85437,ZCRB1
NA,
1460,CSNK2B
NA,
80254,CEP63
8527,DGKD
NA,WDR82P2
9643,MORF4L2
NA,RPA2P3
7922,SLC39A7
NA,RPL31P13
NA,
10020,GNE
NA,
NA,OR2W2P
NA,
5662,PSD
NA,OR2AD1P
NA,
NA,
NA,
NA,VN1R25P
10213,PSMD14
56311,ANKRD7
NA,
NA,
134265,AFAP1L1
89,ACTN3
NA,
11016,ATF7
NA,
122664,TPPP2
57798,GATAD1
57479,PRR12
100616421,MIR4689
100500802,MIR3685
401387,LRRD1
23012,STK38L
NA,
100847002,MIR5011
NA,RNU6-1154P
79583,TMEM231
102465136,MIR378J
NA,
664613,MIR544A
102466918,MIR8059
6992,PPP1R11
100847038,MIR5692A2
102466880,MIR8088
NA,SNORD19
NA,MTCYBP23
65061,CDK15
NA,RNU6-813P
NA,RNU6-588P
NA,SNORD58C
NA,RNU6-419P
24150,TP53TG3D
24150,TP53TG3D
24150,TP53TG3D
24150,TP53TG3D
24150,TP53TG3D
24150,TP53TG3D
24150,TP53TG3D
653550,TP53TG3D
653550,TP53TG3D
653550,TP53TG3D
653550,TP53TG3D
653550,TP53TG3D
653550,TP53TG3D
653550,TP53TG3D
729264,TP53TG3D
729264,TP53TG3D
729264,TP53TG3D
729264,TP53TG3D
729264,TP53TG3D
729264,TP53TG3D
729264,TP53TG3D
729355,TP53TG3D
729355,TP53TG3D
729355,TP53TG3D
729355,TP53TG3D
729355,TP53TG3D
729355,TP53TG3D
729355,TP53TG3D
102723655,TP53TG3D
102723655,TP53TG3D
102723655,TP53TG3D
102723655,TP53TG3D
102723655,TP53TG3D
102723655,TP53TG3D
102723655,TP53TG3D
102723713,TP53TG3D
102723713,TP53TG3D
102723713,TP53TG3D
102723713,TP53TG3D
102723713,TP53TG3D
102723713,TP53TG3D
102723713,TP53TG3D
102724101,TP53TG3D
102724101,TP53TG3D
102724101,TP53TG3D
102724101,TP53TG3D
102724101,TP53TG3D
102724101,TP53TG3D
102724101,TP53TG3D
102724127,TP53TG3D
102724127,TP53TG3D
102724127,TP53TG3D
102724127,TP53TG3D
102724127,TP53TG3D
102724127,TP53TG3D
102724127,TP53TG3D
NA,
2395,FXN
100533483,DYX1C1-CCPG1
NA,RNA5SP437
NA,RPS17P1
NA,
NA,
NA,RNU6-126P
100652846,CACNA1C-AS1
100526760,ABHD14A-ACY1
NA,RNU1-123P
3812,KIR3DL2
94032,CAMK2N2
NA,RPLP0P6
NA,RNU6-595P
NA,RNU6-631P
NA,
NA,
NA,RNU6-777P
NA,
406929,MIR138-1
NA,RN7SL492P
102465446,MIR6746
NA,
NA,
100422999,MIR4278
102465874,MIR8075
NA,RNU6-1043P
NA,RPSAP69
102466201,MIR6853
NA,SNRPCP5
NA,RNU6-1134P
NA,IGLVIV-59
NA,RNU6-985P
NA,
NA,
NA,RNU4-30P
164312,LRRN4
9654,TTLL4
NA,RN7SL674P
80740,LY6G6C
NA,RNU6-463P
NA,SUMO2P1
200576,PIKFYVE
NA,RNA5SP272
NA,
NA,RNU6-145P
NA,TCP11X1
NA,
NA,
NA,
NA,
NA,
NA,RNU6-1326P
NA,
NA,LINC01214
394,ARHGAP5
NA,RN7SL635P
NA,
23431,AP4E1
NA,RNU6-575P
NA,
NA,RN7SL342P
102724360,
26797,SNORD52
NA,
NA,
NA,RNA5SP441
NA,SOCS2P2
NA,
NA,
NA,IGLV1-62
NA,
NA,
100302190,MIR1976
100862671,TMEM265
100616141,MIR4428
NA,
693182,MIR597
101954276,RNVU1-6
NA,
NA,KRT18P51
102466726,MIR6745
NA,
NA,
100302280,MIR1237
100616205,MIR4704
102466750,MIR6855
7015,TERT
NA,RNU7-56P
NA,
NA,RNA5SP279
NA,
574488,MIR518A1
5449,POU1F1
100500903,MIR3913-1
677803,SNORA15
6279,S100A8
100616168,MIR4754
554213,MIR449A
407001,MIR218-2
11141,IL1RAPL1
366,AQP9
103504734,MIR1244-4
100500857,MIR3939
NA,PRAMEF9
100506599,PPP1R26-AS1
NA,
NA,CYCSP27
NA,RNU6-259P
79815,NIPAL2
NA,FCF1P10
NA,RN7SL148P
NA,
NA,
NA,
NA,RNA5SP462
100505696,SH3BP5-AS1
NA,
NA,RN7SL151P
100124412,FAM138E
NA,
56171,DNAH7
NA,KRT8P39
NA,RNU6-642P
NA,RNA5SP147
NA,
NA,
NA,
NA,RNU6-866P
154467,CCDC167
NA,RNA5SP198
NA,MTND6P19
NA,RNU6-347P
204010,RPSAP52
3779,KCNMB1
7113,TMPRSS2
692158,SNORA57
64506,CPEB1
NA,RNU6-786P
64754,SMYD3
260436,FDCSP
594837,SNORD101
NA,
100131814,LINC00271
NA,
NA,RN7SL55P
NA,
NA,
NA,RNU6-236P
401105,
NA,RNU6-473P
NA,
NA,
NA,RN7SL711P
102724560,CBSL
7276,TTR
NA,
NA,
NA,
55102,ATG2B
239,ALOX12
3111,HLA-DOA
NA,
56122,PCDHB14
414,ARSD
653160,
5189,PEX1
26502,NARF
NA,
NA,
NA,
3811,KIR3DL1
NA,
NA,RPL14P3
NA,
55449,DHRS4-AS1
101928033,
642446,TRIM64B
NA,
148170,CDC42EP5
10847,SRCAP
1511,CTSG
NA,DNAJA1P4
NA,
53942,CNTN5
3972,LHB
NA,SDCBPP3
NA,
NA,
154,ADRB2
3476,IGBP1
NA,
NA,
NA,
NA,TNK2-AS1
NA,
NA,
9099,USP2
NA,
NA,RPL36P4
NA,USP8P1
NA,
NA,
NA,
158046,NXNL2
NA,
55879,GABRQ
196374,KRT78
NA,
22927,HABP4
595101,SMG1P5
NA,
29943,PADI1
100133461,
93100,NAPRT
9537,TP53I11
660,BMX
5179,PENK
89832,CHRFAM7A
7812,CSDE1
NA,
57103,TIGAR
168620,BHLHA15
NA,
219981,OR5A2
NA,
9271,PIWIL1
NA,
NA,
25961,NUDT13
NA,
NA,KRT17P7
389812,LCN15
10437,IFI30
NA,
4849,CNOT3
NA,
NA,
84128,WDR75
NA,SEPT7P2
NA,
NA,RPL3P3
NA,
401253,LINC00336
NA,
NA,
NA,
NA,
7088,TLE1
NA,
NA,
727832,GOLGA6L6
NA,
728405,USP17L29
185,AGTR1
643905,PRR21
NA,FAM90A7P
NA,MUC21
1521,CTSW
NA,DEFB108P4
NA,CYB5AP5
NA,KRT18P1
158835,AWAT2
NA,ARL2BPP7
5296,PIK3R2
NA,
27243,CHMP2A
100126270,FMR1-AS1
NA,CHCHD4P5
391627,USP17L9P
NA,
NA,
91461,PKDCC
NA,
2904,GRIN2B
401081,
349149,GJC3
145483,FAM161B
NA,
9022,CLIC3
27335,EIF3K
116534,MRGPRE
NA,
677779,LINC00488
51699,VPS29
NA,
51614,ERGIC3
NA,OR4K8P
NA,MTND1P32
NA,
79823,CAMKMT
NA,
NA,
6389,SDHA
NA,
125050,RN7SK
NA,RBMX2P4
NA,
4122,MAN2A2
NA,POM121L8P
NA,
51702,PADI3
146227,BEAN1
100506563,
100506563,
105373553,
105373553,
NA,
NA,FAM47DP
9342,SNAP29
55683,KANSL3
57151,LYZL6
NA,RPS2P52
NA,E2F6P3
NA,
79068,FTO
22921,MSRB2
NA,
NA,
55700,MAP7D1
NA,
5318,PKP2
80831,APOL5
64579,NDST4
347404,LANCL3
NA,
NA,
NA,
NA,TRBV17
NA,
100240735,
NA,
91582,RPS19BP1
101929523,
NA,
NA,
80727,TTYH3
NA,COTL1P1
NA,MTND2P22
NA,TRBV22-1
101929539,
NA,TRBV23-1
NA,
NA,
NA,
NA,
NA,
2987,GUK1
59271,EVA1C
7141,TNP1
NA,
NA,
NA,
NA,
101926926,RDH10-AS1
NA,
NA,
NA,KRT8P33
NA,
NA,RPL7L1P12
8266,UBL4A
5830,PEX5
NA,RPL7P61
NA,
7058,THBS2
196968,DNM1P46
NA,
NA,
NA,
170487,ACTL10
NA,RBMS2P1
8420,SNHG3
NA,
5164,PDK2
NA,KRT18P52
752,FMNL1
79804,HAND2-AS1
782,CACNB1
6367,CCL22
NA,
NA,RBMY1HP
85441,HELZ2
283507,SUGT1P3
378825,PICSAR
101927989,
NA,
NA,
NA,
NA,
11051,NUDT21
NA,PRELID3BP6
100873989,GRM5-AS1
NA,LAP3P1
339175,METTL2A
644246,KANSL1-AS1
NA,
NA,PSPC1P2
55435,AP1AR
7982,ST7
7982,ST7
7982,ST7
93655,ST7
93655,ST7
93655,ST7
102466616,ST7
102466616,ST7
102466616,ST7
NA,
NA,
NA,
NA,
53834,FGFRL1
100190938,RAMP2-AS1
NA,
NA,RPS29P6
101926987,DLGAP4-AS1
6017,RLBP1
NA,
NA,NFU1P2
23258,DENND5A
NA,TOMM20P2
NA,
100874127,LINC00332
101927866,
79064,TMEM223
NA,PPP1R14BP2
7066,THPO
79009,DDX50
NA,
NA,
NA,
NA,
NA,
NA,
23704,KCNE4
NA,
100507377,
NA,C3orf35
105373006,
100128164,
NA,SMARCE1P1
399717,GATA3-AS1
NA,
NA,
NA,
29984,RHOD
NA,
NA,TFAMP2
3304,HSPA1B
NA,
NA,
NA,
NA,
NA,RPL36AP26
NA,
NA,
NA,
245,ALOX12P2
NA,
NA,
NA,PPP1R10P1
NA,
92806,CENPBD1
10010,TANK
NA,
NA,
58190,CTDSP1
127829,ARL8A
NA,
NA,ABCC6P1
27291,R3HCC1L
54545,MTMR12
54329,GPR85
151871,DPPA2
NA,
283464,GXYLT1
91748,ELMSAN1
6442,SGCA
283417,DPY19L2
100101467,ZSCAN30
219482,OR5M3
9968,MED12
55131,RBM28
150538,SATB2-AS1
140885,SIRPA
NA,HMGB1P28
100505768,LINC01364
100506428,CBR3-AS1
NA,OR2H5P
6569,SLC34A1
1006,CDH8
90527,DUOXA1
55750,AGK
4935,GPR143
NA,RPL7P16
NA,RPSAP7
NA,SPCS2P1
NA,
NA,RPL21P10
5608,MAP2K6
NA,
NA,IMMP1LP3
NA,HCFC1-AS1
51232,CRIM1
NA,RPL19P20
NA,
3268,AGFG2
1678,TIMM8A
93654,ST7-AS2
NA,
NA,LINC00353
NA,HNRNPA3P14
NA,FAM90A25P
151121,
NA,GAPDHP1
102724153,
2065,ERBB3
NA,RPS24P14
10902,BRD8
138474,TAF1L
NA,
NA,
NA,
80256,FAM214B
728450,LINC00687
219983,OR4D6
NA,
1293,COL6A3
NA,
NA,
NA,
NA,HSPE1P7
NA,
28973,MRPS18B
NA,
NA,SPDYE13P
NA,
NA,
4037,LRP3
NA,LINC00529
NA,
NA,
NA,RPL19P13
NA,
NA,CIAPIN1P
54187,NANS
25909,AHCTF1
NA,WARS2-IT1
54849,DEF8
NA,
1493,CTLA4
2769,GNA15
NA,
NA,
NA,
NA,
2915,GRM5
NA,
100874188,LINC00571
101927193,CHL1-AS1
57795,BRINP2
NA,
60488,MRPS35
NA,YWHAZP6
NA,HSP90AA2P
NA,HMGB3P12
147,ADRA1B
832,CAPZB
NA,
885,CCK
291,SLC25A4
5136,PDE1A
4299,AFF1
NA,HCG15
NA,
NA,
2746,GLUD1
NA,
7407,VARS
57649,PHF12
145814,PGPEP1L
10450,PPIE
10043,TOM1
259215,LY6G6F
NA,BOLA2P1
NA,
NA,CCT5P2
NA,RPL21P71
25790,CFAP45
135656,DPCR1
101929224,
NA,
NA,NDUFS5P5
NA,
101929006,
401145,CCSER1
NA,
NA,
613227,HIGD1C
NA,
6830,SUPT6H
NA,
NA,
NA,OR2L6P
8225,GTPBP6
NA,
60482,SLC5A7
NA,OR2T32P
NA,TUBBP1
23299,BICD2
NA,
NA,
NA,MIR3180-3
NA,ACTR3BP4
NA,
100508631,
NA,
5356,PLRG1
663,BNIP2
NA,TPRX2P
NA,ATP5BP1
NA,
NA,
100506737,LINC01589
80208,SPG11
146845,CFAP52
27339,PRPF19
100507362,LINC01015
7448,VTN
286234,SPATA31E1
79661,NEIL1
84034,EMILIN2
1406,CRX
6890,TAP1
83939,EIF2A
6386,SDCBP
NA,KCNMA1-AS3
79169,C1orf35
6288,SAA1
NA,
NA,PROX1-AS1
10390,CEPT1
4704,NDUFA9
2895,GRID2
NA,
83733,SLC25A18
NA,
57585,CRAMP1
140767,NRSN1
5358,PLS3
124590,USH1G
NA,
375611,SLC26A5
NA,
80128,TRIM46
NA,
NA,RPS11P1
29982,NRBF2
NA,EIF4EP1
114819,CROCCP3
NA,
NA,
NA,OR7E97P
NA,
NA,OFD1P7Y
NA,
NA,SBDSP1
NA,
NA,
83607,AMMECR1L
NA,HNRNPA1P57
84224,NBPF3
NA,TYRO3P
NA,
NA,
NA,
NA,
414760,HCG14
NA,C2orf69P1
56899,ANKS1B
NA,HERC2P2
8394,PIP5K1A
471,ATIC
4893,NRAS
4240,MFGE8
54663,WDR74
8406,SRPX
4151,MB
123591,TMEM266
55137,FIGN
3134,HLA-F
NA,
NA,
NA,
57724,EPG5
64838,FNDC4
NA,TRGV4
NA,
9710,KIAA0355
NA,TRGJ2
NA,
NA,
144321,GLIPR1L2
NA,
83881,MIXL1
128486,FITM2
NA,
NA,MTCO3P1
NA,
NA,
NA,
NA,
54760,PCSK4
NA,
NA,
5649,RELN
NA,
NA,
6876,TAGLN
151742,PPM1L
2255,FGF10
NA,
134957,STXBP5
57491,AHRR
138307,LCN8
NA,
6199,RPS6KB2
NA,IGHJ3P
26165,SPATA31A7
NA,PMS2P10
80739,C6orf25
642946,FLVCR1-AS1
5987,TRIM27
NA,
NA,
NA,
NA,LINC01595
4141,MARS
4141,MARS
102465454,MARS
102465454,MARS
NA,
NA,
64840,PORCN
26664,OR7C1
NA,SEPT14P8
NA,
100506724,LINC00901
5713,PSMD7
NA,HCG4
NA,
6422,SFRP1
NA,
10514,MYBBP1A
NA,
NA,
NA,
106478957,DDX39B-AS1
6423,SFRP2
NA,NOP56P3
NA,
90529,STPG1
NA,
NA,
NA,
NA,
401237,CASC15
NA,
NA,
80264,ZNF430
NA,WBP1LP7
NA,TBCAP1
NA,
NA,
NA,
NA,
NA,
NA,
NA,
55213,RCBTB1
NA,
79317,OR4K5
285456,RPL34-AS1
23433,RHOQ
3,A2MP1
NA,
NA,
64854,USP46
5081,PAX7
NA,APOOP2
NA,
NA,
NA,
10572,SIVA1
NA,OR7E39P
NA,
NA,RPL7AP69
100131211,NEMP2
NA,TRAV1-1
NA,
387357,THEMIS
139886,SPIN4
NA,RPS26P30
6564,SLC15A1
NA,
9235,IL32
3800,KIF5C
105371919,
NA,
NA,
NA,
NA,RASSF8-AS1
NA,CRB3P1
NA,
84838,ZNF496
NA,
NA,IGLJCOR18
NA,NT5C3AP1
26534,OR10G2
NA,
114026,ZIM3
NA,IGLV6-57
2879,GPX4
NA,RPL24P7
NA,LINC01378
9112,MTA1
104355138,LINC01162
102724862,TBC1D3I
NA,
NA,IGFL1P2
NA,ABHD17AP5
8204,NRIP1
26693,OR2V1
NA,
NA,IGLVI-56
NA,
199746,U2AF1L4
NA,
NA,
NA,
NA,
100132594,PGAM1P5
NA,TMEM256P2
NA,
NA,
56666,PANX2
NA,
NA,
731779,LINC01300
79865,TREML2
NA,SNRPEP7
NA,RPL11P5
NA,
NA,
54962,TIPIN
NA,
80739,C6orf25
389421,LIN28B
NA,
NA,
NA,IGHV4-59
NA,
NA,ADGRF5P1
NA,
NA,
NA,RNU6-1223P
NA,
767578,SNORD114-2
NA,RNU6-617P
NA,
NA,
NA,
4801,NFYB
NA,IGHVII-65-1
NA,
NA,RNY3P7
3000,GUCY2D
NA,TSSC1-IT1
407017,MIR26B
100506302,
NA,
NA,OLA1P1
NA,
NA,
83699,SH3BGRL2
100422826,MIR4274
693200,MIR615
9797,TATDN2
NA,
222166,MTURN
4493,MT1E
NA,RNU7-185P
146223,CMTM4
125170,MIEF2
684959,SNORA25
100847031,MIR5700
NA,
NA,RNU4-14P
NA,
NA,RNY3P9
100847055,MIR5697
NA,RN7SL668P
NA,RN7SL709P
NA,
100313780,MIR2278
NA,COX5BP3
NA,
NA,
NA,RNA5SP518
NA,LILRP1
NA,NPM1P32
342574,KRT27
NA,
NA,
285362,SUMF1
NA,EEF1A1P10
100379250,SNORA70E
439933,
NA,
NA,
102465140,MIR6134
NA,RNA5SP50
NA,
NA,
NA,
NA,TUBB4BP6
23624,CBLC
NA,RNU6-86P
NA,FABP5P13
NA,NPM1P34
NA,MT1CP
100423026,MIR4299
NA,
NA,RNU6ATAC26P
10272,FSTL3
196394,AMN1
NA,RN7SKP259
NA,
NA,
119016,AGAP4
119016,AGAP4
101060581,AGAP4
101060581,AGAP4
NA,
100616304,MIR4499
5053,PAH
NA,
NA,RN7SKP42
200159,C1orf100
NA,
653240,KRTAP4-11
653240,KRTAP4-11
728224,KRTAP4-11
728224,KRTAP4-11
NA,RNA5SP284
NA,RN7SKP45
NA,RN7SKP212
NA,KRT18P53
NA,RNU6-1071P
NA,SPTY2D1-AS1
NA,
NA,RNU6-512P
NA,
133491,C5orf47
NA,RNU7-165P
NA,
NA,RNU1-124P
729288,ZNF286B
NA,
NA,RNU4-77P
6633,SNRPD2
NA,COX6CP18
100113380,SNORD125
NA,
NA,
NA,RNU6-375P
NA,
NA,
NA,
NA,IGHV3-66
NA,RNU6-628P
NA,
83787,ARMC10
64781,CERK
NA,
NA,
3953,LEPR
NA,RN7SKP217
54754,NUTM2F
NA,WAC-AS1
NA,RNA5SP358
NA,CDC42P1
NA,
NA,HLA-N
NA,RNU6-1081P
NA,
10984,KCNQ1OT1
NA,
NA,
NA,
NA,RPL13P
NA,
NA,RNU6-679P
26791,SNORD58A
NA,
158724,FAM47A
NA,RN7SL297P
101928659,
445347,TRGC1
NA,
55357,TBC1D2
NA,
100616466,MIR4520-2
NA,
250,ALPP
574458,MIR512-1
102465432,MIR6723
342667,STAC2
NA,
NA,
100616121,MIR1268B
407054,MIR98
2982,GUCY1A3
NA,RN7SL274P
NA,
NA,
NA,RNU6-875P
NA,RNU6-1196P
100506581,C16orf95
NA,MTHFD2P3
NA,
NA,RNU6-44P
NA,RNU6-1248P
28989,NTMT1
NA,
NA,ZNF90P2
100422901,MIR3135A
NA,RN7SL553P
NA,
NA,UBE2CP4
100379132,SNORA70G
NA,
NA,
NA,RNU6-1012P
83737,ITCH
259290,TAS2R31
259307,IL4I1
NA,
NA,
NA,USP9YP17
NA,
8480,RAE1
NA,ABHD17AP1
51693,TRAPPC2L
542767,
2645,GCK
56097,PCDHGC5
NA,
100509894,CPB2-AS1
NA,
100422881,MIR3170
NA,
NA,RNU1-88P
NA,RPL35AP4
102465753,MIR7641-2
NA,
NA,
NA,RN7SL491P
54328,GPR173
10389,SCML2
NA,
391190,OR2L8
406914,MIR127
NA,RPS27AP2
10168,ZNF197
NA,TCF4-AS2
NA,SULT1C2P2
NA,RN7SKP253
NA,
NA,
NA,RNU6-1003P
NA,
NA,DHRSX-IT1
NA,SNORD115-24
NA,
NA,
80270,HSD3B7
NA,RNA5SP459
NA,
NA,
NA,
NA,
NA,RN7SL622P
5286,PIK3C2A
NA,RN7SL110P
143379,C10orf82
NA,RN7SKP191
NA,
NA,RPL21P5
139793,PAGE3
NA,RNA5SP369
57662,CAMSAP3
NA,RN7SL578P
NA,
NA,RN7SKP179
114795,TMEM132B
150992,LINC00309
NA,RNU1-125P
57761,TRIB3
NA,
26817,SNORD34
3679,ITGA7
285375,LINC00620
NA,RNU6-840P
NA,
NA,
81610,FAM83D
27255,CNTN6
NA,
101929653,
NA,
64326,RFWD2
NA,RNU6-496P
NA,UBQLN1P1
NA,RN7SL370P
NA,RPS7P11
NA,
NA,
NA,
NA,KRT89P
NA,
NA,RN7SL343P
NA,RNU1-48P
51389,RWDD1
NA,
NA,RNU4-8P
100422968,MIR4251
NA,RNA5SP458
101929637,NTM-AS1
NA,
NA,RNU7-25P
NA,
NA,HCG4P11
474,ATOH1
102465862,MIR8056
NA,
100302167,MIR1299
NA,
NA,
7171,TPM4
NA,RN7SL267P
56109,PCDHGA6
100126319,MIR216B
1991,ELANE
NA,
NA,
102465488,MIR6814
102724862,TBC1D3I
NA,HCG18
NA,
NA,RN7SKP65
390502,SERPINA2
NA,
NA,RNU6-166P
NA,
NA,
NA,RNA5SP409
3812,KIR3DL2
164633,CABP7
84641,MFSD14B
2813,GP2
NA,RNU6-1294P
NA,RN7SL602P
NA,HLA-T
NA,
100302283,MIR1227
692057,SNORD12
284459,HKR1
100500839,MIR3686
NA,RN7SKP245
NA,
NA,
79798,ARMC5
NA,RNU6-452P
100132979,GOLGA8EP
57600,FNIP2
1791,DNTT
574510,MIR513A2
NA,
NA,
100169765,RNA5S14
NA,
NA,RNU5F-3P
26228,STAP1
100126304,MIR891B
NA,RN7SKP294
NA,TCF3P1
NA,
NA,
NA,NUTF2P7
60560,NAA35
NA,RN7SKP260
NA,CDC14C
NA,DUTP1
NA,
NA,
NA,
NA,
NA,RNU6-668P
4995,OR3A2
NA,
NA,
79948,PLPPR3
26270,FBXO6
NA,
102724684,
NA,RPL36AP21
NA,
23020,SNRNP200
692148,SCARNA10
NA,RNU6-618P
NA,OR1AC1P
NA,POM121L3P
NA,
NA,
9132,KCNQ4
NA,RN7SL672P
NA,FUNDC2P3
101929241,
NA,
7503,XIST
NA,
NA,
574034,MIR433
23008,KLHDC10
NA,
NA,RNA5SP378
30835,CD209
162979,ZNF296
100506368,
54961,SSH3
147798,TMC4
101929076,
101927588,
103689917,LINC01337
NA,
NA,
101929505,
129530,LYG1
4056,LTC4S
NA,
NA,
641515,MGAT4EP
92181,UBTD2
143689,PIWIL4
55526,DHTKD1
NA,
254042,METAP1D
NA,RPS3AP17
NA,
NA,
NA,
5657,PRTN3
26232,FBXO2
7311,UBA52
NA,
NA,
NA,
3094,HINT1
NA,
NA,
63973,NEUROG2
2731,GLDC
NA,
NA,
80313,LRRC27
79501,OR4F5
55116,TMEM39B
100423030,MIR3126
NA,RN7SL11P
NA,
101928405,
100616126,MIR4686
NA,
100847016,MIR5695
NA,
NA,
NA,
NA,
574462,MIR515-1
NA,
10011,SRA1
NA,
NA,RPSAP14
NA,
NA,
NA,
NA,
NA,OSTM1-AS1
NA,RN7SKP32
100874052,LINC00534
NA,
NA,RNA5SP289
554223,HLA-V
NA,RNU6-434P
NA,RNU1-7P
81569,ACTL8
NA,RNU6-252P
NA,SSR1P1
NA,
NA,
NA,
NA,
NA,RNF19BPX
NA,RNU6-321P
NA,
93107,KCNG4
574457,MIR181D
NA,TRBV12-3
NA,MT1DP
NA,RNU6-19P
NA,
NA,RNU6-109P
NA,
6066,RNU2-1
NA,VN1R32P
NA,PTP4A1P5
NA,
NA,RNU4-66P
NA,BNIP3P18
100147744,RNU7-1
NA,TRAV6
NA,
NA,
NA,
NA,
NA,TRBV12-4
NA,RNA5SP217
NA,
NA,TUBB3P2
7919,DDX39B
NA,
100616236,MIR4669
NA,RNA5SP153
NA,
NA,
NA,RN7SL73P
NA,
NA,SLC25A1P2
NA,
92610,TIFA
NA,
NA,
NA,
NA,
116828,N4BP2L2-IT2
NA,
NA,
79035,NABP2
NA,MTCO1P35
NA,RNU6-790P
55313,CPPED1
NA,RNU7-197P
645332,FAM86C2P
NA,
NA,
NA,
NA,
522,ATP5J
NA,RPL23AP78
NA,RN7SKP65
105376100,
NA,
NA,
92922,CCDC102A
101928845,
NA,
5562,PRKAA1
NA,
NA,
NA,TPT1P7
NA,
NA,TRMT112P2
1538,CYLC1
NA,BTF3L4P4
NA,RN7SKP35
692211,SNORD98
347252,IGFBPL1
NA,
NA,
889,KRIT1
NA,MTND1P3
7182,NR2C2
NA,
NA,SNORA71B
9238,TBRG4
NA,
3804,KIR2DL3
NA,
9311,ASIC3
NA,
NA,
NA,UQCRHP1
NA,
NA,RNU6-374P
NA,RNA5SP215
NA,RPL9P32
NA,RN7SL192P
NA,IGHVIII-67-2
NA,
NA,RN7SKP13
51202,DDX47
693205,MIR620
NA,IGHVIII-67-3
8202,NCOA3
23150,FRMD4B
2114,ETS2
4171,MCM2
100124537,SNORA70B
NA,ALG1L8P
NA,RN7SL541P
NA,
NA,
100422829,MIR4319
NA,TUBAP
7529,YWHAB
NA,OFD1P10Y
NA,
NA,
NA,
NA,
NA,
54470,ARMCX6
NA,
NA,
NA,
NA,
NA,
23309,SIN3B
NA,NEK4P3
NA,
3903,LAIR1
9185,REPS2
NA,
729574,FAM231A
729574,FAM231A
729574,FAM231A
729587,FAM231A
729587,FAM231A
729587,FAM231A
102723383,FAM231A
102723383,FAM231A
102723383,FAM231A
NA,
NA,
101928241,
127074,OR2T4
NA,
NA,
80017,C14orf159
NA,
NA,
728591,CCDC169
NA,
150681,OR6B3
NA,
768212,MIR758
NA,RNU6-1193P
6643,SNX2
NA,
NA,RNU6-624P
NA,OR9S24P
NA,RNU6-264P
126133,ALDH16A1
NA,RNU6-1151P
NA,
26212,OR2B6
NA,
NA,
148641,SLC35F3
9351,SLC9A3R2
NA,
NA,
NA,RNU2-14P
NA,RNU1-39P
NA,
NA,SEPHS1P4
NA,
767610,SNORD114-29
NA,EEF1B2P6
255426,RASGEF1C
2353,FOS
NA,RNU1-51P
5794,PTPRH
51021,MRPS16
NA,RN7SL180P
NA,
NA,RNU6-1178P
NA,RN7SL132P
NA,
NA,RNU6-1204P
NA,RN7SL405P
NA,PHBP6
154064,RAET1L
139170,DCAF12L1
27036,SIGLEC7
NA,
NA,LINC00094
9138,ARHGEF1
9138,ARHGEF1
100505585,ARHGEF1
100505585,ARHGEF1
NA,RNA5SP178
NA,RN7SL584P
692206,SNORD90
NA,
677804,SNORA17A
389033,
100616450,MIR548AG1
100616382,MIR4509-3
114112,TXNRD3
NA,RNA5SP149
NA,ATP5LP5
442912,MIR367
NA,
NA,
93145,OLFM2
NA,RNU6-889P
100287898,TTC34
2970,GTF2IP1
723779,MIR651
NA,LINC00500
8379,MAD1L1
NA,
NA,RNU6-719P
NA,
NA,RN7SL656P
NA,
NA,
285419,LINC01091
NA,
NA,
NA,RN7SKP122
10772,SRSF10
NA,RNU1-36P
574467,MIR520A
NA,OR7G15P
101929237,
NA,
100302692,FTX
NA,RN7SL690P
NA,
NA,
NA,
11212,PROSC
NA,RNU2-21P
5576,PRKAR2A
NA,RNU6-768P
NA,
NA,RN7SL812P
NA,
NA,RNU4-59P
84632,AFAP1L2
NA,
NA,RNU6-104P
NA,TRAV4
NA,RN7SL237P
NA,
100500890,MIR3611
NA,
NA,SMIM2-AS1
NA,
283914,LINC01566
NA,
101929082,LINC01333
414764,HCG23
552860,SAMD12-AS1
NA,RNY4P23
8647,ABCB11
